wave,flux
0.603108,0.076280
0.604550,0.077327
0.606002,0.078055
0.607464,0.078336
0.608936,0.078192
0.610418,0.077755
0.611910,0.077236
0.613412,0.076891
0.614925,0.076952
0.616448,0.077495
0.617982,0.078355
0.619527,0.079212
0.621083,0.079824
0.622649,0.080207
0.624227,0.080574
0.625816,0.081091
0.627416,0.081740
0.629027,0.082362
0.630651,0.082861
0.632285,0.083280
0.633932,0.083714
0.635591,0.084192
0.637261,0.084648
0.638944,0.085045
0.640639,0.085356
0.642347,0.085612
0.644067,0.085846
0.645800,0.086063
0.647546,0.086226
0.649305,0.086246
0.651077,0.086020
0.652862,0.085560
0.654660,0.085118
0.656473,0.085061
0.658299,0.085561
0.660138,0.086438
0.661992,0.087327
0.663860,0.087962
0.665742,0.088288
0.667639,0.088388
0.669551,0.088360
0.671477,0.088275
0.673418,0.088171
0.675375,0.088057
0.677346,0.087933
0.679334,0.087802
0.681337,0.087690
0.683355,0.087633
0.685390,0.087657
0.687441,0.087746
0.689508,0.087855
0.691592,0.087936
0.693692,0.087963
0.695809,0.087943
0.697944,0.087905
0.700096,0.087897
0.702265,0.087953
0.704452,0.088061
0.706657,0.088164
0.708879,0.088196
0.711120,0.088130
0.713380,0.088000
0.715658,0.087889
0.717956,0.087883
0.720272,0.088017
0.722607,0.088247
0.724963,0.088493
0.727337,0.088700
0.729732,0.088855
0.732147,0.088954
0.734583,0.088990
0.737039,0.088981
0.739516,0.088996
0.742014,0.089113
0.744533,0.089360
0.747074,0.089694
0.749637,0.090044
0.752221,0.090356
0.754828,0.090607
0.757458,0.090795
0.760110,0.090932
0.762786,0.091039
0.765484,0.091153
0.768206,0.091312
0.770952,0.091541
0.773722,0.091833
0.776516,0.092152
0.779335,0.092448
0.782178,0.092679
0.785047,0.092826
0.787941,0.092906
0.790860,0.092967
0.793805,0.093060
0.796777,0.093205
0.799775,0.093375
0.802799,0.093534
0.805850,0.093658
0.808929,0.093733
0.812035,0.093748
0.815168,0.093712
0.818330,0.093662
0.821520,0.093649
0.824739,0.093683
0.827986,0.093733
0.831262,0.093760
0.834568,0.093727
0.837903,0.093588
0.841269,0.093288
0.844664,0.092817
0.848090,0.092274
0.851547,0.091839
0.855034,0.091640
0.858553,0.091671
0.862103,0.091839
0.865686,0.092092
0.869300,0.092424
0.872946,0.092811
0.876625,0.093189
0.880337,0.093506
0.884082,0.093753
0.887860,0.093935
0.891672,0.094048
0.895517,0.094089
0.899396,0.094083
0.903310,0.094067
0.907258,0.094060
0.911241,0.094048
0.915259,0.094015
0.919311,0.093988
0.923399,0.094005
0.927523,0.094081
0.931682,0.094184
0.935877,0.094269
0.940109,0.094324
0.944376,0.094368
0.948680,0.094420
0.953020,0.094493
0.957397,0.094592
0.961810,0.094722
0.966261,0.094877
0.970749,0.095045
0.975273,0.095214
0.979835,0.095374
0.984435,0.095516
0.989071,0.095629
0.993745,0.095700
0.998457,0.095737
1.003206,0.095766
1.007992,0.095822
1.012817,0.095922
1.017678,0.096055
1.022578,0.096198
1.027514,0.096328
1.032488,0.096439
1.037500,0.096539
1.042549,0.096644
1.047635,0.096791
1.052758,0.097109
1.057919,0.097931
1.063116,0.099763
1.068350,0.102893
1.073620,0.106756
1.078927,0.109799
1.084271,0.110434
1.089650,0.108353
1.095065,0.104786
1.100516,0.101413
1.106001,0.099193
1.111522,0.098131
1.117078,0.097782
1.122668,0.097746
1.128293,0.097824
1.133951,0.097954
1.139643,0.098119
1.145368,0.098288
1.151125,0.098426
1.156915,0.098513
1.162737,0.098554
1.168591,0.098568
1.174476,0.098567
1.180391,0.098555
1.186337,0.098539
1.192313,0.098539
1.198318,0.098586
1.204351,0.098705
1.210414,0.098894
1.216504,0.099113
1.222621,0.099309
1.228766,0.099447
1.234936,0.099526
1.241132,0.099561
1.247354,0.099569
1.253600,0.099546
1.259871,0.099481
1.266165,0.099372
1.272482,0.099247
1.278821,0.099169
1.285182,0.099195
1.291565,0.099328
1.297968,0.099513
1.304391,0.099688
1.310834,0.099829
1.317295,0.099951
1.323775,0.100079
1.330272,0.100222
1.336787,0.100373
1.343318,0.100516
1.349865,0.100645
1.356428,0.100767
1.363005,0.100904
1.369596,0.101072
1.376201,0.101269
1.382819,0.101474
1.389449,0.101656
1.396091,0.101791
1.402744,0.101876
1.409409,0.101923
1.416083,0.101959
1.422766,0.102014
1.429459,0.102110
1.436160,0.102248
1.442870,0.102423
1.449586,0.102611
1.456310,0.102789
1.463040,0.102935
1.469776,0.103042
1.476517,0.103117
1.483263,0.103179
1.490014,0.103241
1.496768,0.103322
1.503526,0.103443
1.510287,0.103609
1.517050,0.103791
1.523816,0.103931
1.530583,0.103979
1.537351,0.103905
1.544120,0.103698
1.550890,0.103355
1.557660,0.102869
1.564429,0.102264
1.571197,0.101589
1.577965,0.100926
1.584730,0.100357
1.591494,0.099912
1.598256,0.099558
1.605015,0.099234
1.611771,0.098895
1.618524,0.098515
1.625274,0.098080
1.632019,0.097597
1.638761,0.097115
1.645498,0.096693
1.652230,0.096331
1.658957,0.095967
1.665679,0.095552
1.672396,0.095117
1.679106,0.094760
1.685811,0.094550
1.692509,0.094451
1.699201,0.094359
1.705886,0.094176
1.712564,0.093861
1.719235,0.093435
1.725899,0.092972
1.732555,0.092583
1.739204,0.092359
1.745844,0.092309
1.752476,0.092346
1.759100,0.092348
1.765716,0.092234
1.772323,0.091987
1.778921,0.091627
1.785511,0.091172
1.792091,0.090610
1.798662,0.089929
1.805224,0.089152
1.811776,0.088363
1.818319,0.087669
1.824852,0.087126
1.831376,0.086697
1.837889,0.086286
1.844393,0.085804
1.850886,0.085204
1.857369,0.084487
1.863842,0.083716
1.870305,0.083014
1.876757,0.082514
1.883198,0.082270
1.889629,0.082239
1.896049,0.082322
1.902459,0.082422
1.908858,0.082453
1.915245,0.082353
1.921622,0.082090
1.927988,0.081687
1.934343,0.081237
1.940687,0.080879
1.947020,0.080724
1.953341,0.080779
1.959652,0.080942
1.965951,0.081082
1.972239,0.081135
1.978516,0.081118
1.984781,0.081077
1.991035,0.081038
1.997277,0.080999
2.003509,0.080933
2.009728,0.080811
2.015937,0.080620
2.022134,0.080378
2.028319,0.080127
2.034493,0.079904
2.040656,0.079713
2.046807,0.079529
2.052946,0.079324
2.059074,0.079096
2.065191,0.078861
2.071296,0.078631
2.077389,0.078403
2.083471,0.078172
2.089542,0.077945
2.095601,0.077734
2.101649,0.077536
2.107685,0.077336
2.113710,0.077122
2.119723,0.076900
2.125725,0.076680
2.131715,0.076454
2.137694,0.076189
2.143661,0.075833
2.149618,0.075355
2.155562,0.074782
2.161496,0.074217
2.167418,0.073787
2.173329,0.073557
2.179228,0.073484
2.185117,0.073458
2.190994,0.073387
2.196859,0.073232
2.202714,0.073013
2.208557,0.072771
2.214390,0.072539
2.220211,0.072320
2.226021,0.072101
2.231820,0.071871
2.237608,0.071632
2.243384,0.071396
2.249150,0.071178
2.254905,0.070991
2.260649,0.070838
2.266382,0.070705
2.272104,0.070574
2.277816,0.070429
2.283516,0.070274
2.289206,0.070128
2.294885,0.070011
2.300553,0.069918
2.306210,0.069822
2.311857,0.069687
2.317493,0.069514
2.323119,0.069341
2.328734,0.069212
2.334339,0.069125
2.339933,0.069038
2.345516,0.068905
2.351089,0.068725
2.356652,0.068524
2.362204,0.068323
2.367746,0.068106
2.373278,0.067852
2.378799,0.067576
2.384310,0.067322
2.389811,0.067124
2.395302,0.066958
2.400783,0.066757
2.406254,0.066476
2.411714,0.066130
2.417165,0.065780
2.422605,0.065470
2.428036,0.065188
2.433456,0.064883
2.438867,0.064517
2.444268,0.064102
2.449659,0.063689
2.455041,0.063324
2.460412,0.063003
2.465774,0.062682
2.471126,0.062328
2.476469,0.061952
2.481802,0.061607
2.487126,0.061336
2.492440,0.061129
2.497744,0.060935
2.503039,0.060712
