wave,flux
0.601676,0.071218
0.603108,0.072818
0.604550,0.074203
0.606002,0.075317
0.607464,0.076126
0.608936,0.076640
0.610418,0.076909
0.611910,0.077017
0.613412,0.077075
0.614925,0.077194
0.616448,0.077435
0.617982,0.077762
0.619527,0.078067
0.621083,0.078259
0.622649,0.078352
0.624227,0.078448
0.625816,0.078644
0.627416,0.078939
0.629027,0.079258
0.630651,0.079548
0.632285,0.079823
0.633932,0.080126
0.635591,0.080470
0.637261,0.080830
0.638944,0.081157
0.640639,0.081441
0.642347,0.081696
0.644067,0.081937
0.645800,0.082162
0.647546,0.082348
0.649305,0.082433
0.651077,0.082341
0.652862,0.082072
0.654660,0.081786
0.656473,0.081743
0.658299,0.082084
0.660138,0.082701
0.661992,0.083344
0.663860,0.083815
0.665742,0.084065
0.667639,0.084147
0.669551,0.084131
0.671477,0.084069
0.673418,0.083989
0.675375,0.083901
0.677346,0.083801
0.679334,0.083693
0.681337,0.083599
0.683355,0.083551
0.685390,0.083572
0.687441,0.083651
0.689508,0.083749
0.691592,0.083819
0.693692,0.083838
0.695809,0.083807
0.697944,0.083755
0.700096,0.083727
0.702265,0.083758
0.704452,0.083840
0.706657,0.083916
0.708879,0.083917
0.711120,0.083812
0.713380,0.083634
0.715658,0.083473
0.717956,0.083424
0.720272,0.083529
0.722607,0.083747
0.724963,0.083989
0.727337,0.084191
0.729732,0.084334
0.732147,0.084414
0.734583,0.084417
0.737039,0.084362
0.739516,0.084331
0.742014,0.084421
0.744533,0.084671
0.747074,0.085029
0.749637,0.085407
0.752221,0.085735
0.754828,0.085981
0.757458,0.086139
0.760110,0.086217
0.762786,0.086250
0.765484,0.086287
0.768206,0.086382
0.770952,0.086572
0.773722,0.086853
0.776516,0.087178
0.779335,0.087479
0.782178,0.087695
0.785047,0.087801
0.787941,0.087820
0.790860,0.087823
0.793805,0.087887
0.796777,0.088047
0.799775,0.088264
0.802799,0.088491
0.805850,0.088682
0.808929,0.088821
0.812035,0.088883
0.815168,0.088877
0.818330,0.088863
0.821520,0.088914
0.824739,0.089048
0.827986,0.089217
0.831262,0.089351
0.834568,0.089390
0.837903,0.089255
0.841269,0.088846
0.844664,0.088140
0.848090,0.087300
0.851547,0.086619
0.855034,0.086328
0.858553,0.086406
0.862103,0.086714
0.865686,0.087161
0.869300,0.087743
0.872946,0.088417
0.876625,0.089071
0.880337,0.089615
0.884082,0.090033
0.887860,0.090332
0.891672,0.090500
0.895517,0.090534
0.899396,0.090476
0.903310,0.090393
0.907258,0.090319
0.911241,0.090227
0.915259,0.090098
0.919311,0.089960
0.923399,0.089902
0.927523,0.089949
0.931682,0.090041
0.935877,0.090094
0.940109,0.090088
0.944376,0.090057
0.948680,0.090038
0.953020,0.090052
0.957397,0.090114
0.961810,0.090230
0.966261,0.090392
0.970749,0.090576
0.975273,0.090759
0.979835,0.090924
0.984435,0.091055
0.989071,0.091127
0.993745,0.091121
0.998457,0.091047
1.003206,0.090959
1.007992,0.090923
1.012817,0.090970
1.017678,0.091083
1.022578,0.091215
1.027514,0.091325
1.032488,0.091401
1.037500,0.091456
1.042549,0.091502
1.047635,0.091528
1.052758,0.091517
1.057919,0.091494
1.063116,0.091546
1.068350,0.091750
1.073620,0.092059
1.078927,0.092274
1.084271,0.092201
1.089650,0.091857
1.095065,0.091482
1.100516,0.091320
1.106001,0.091422
1.111522,0.091668
1.117078,0.091913
1.122668,0.092101
1.128293,0.092265
1.133951,0.092458
1.139643,0.092698
1.145368,0.092941
1.151125,0.093124
1.156915,0.093212
1.162737,0.093217
1.168591,0.093173
1.174476,0.093102
1.180391,0.093013
1.186337,0.092920
1.192313,0.092860
1.198318,0.092887
1.204351,0.093046
1.210414,0.093332
1.216504,0.093672
1.222621,0.093974
1.228766,0.094179
1.234936,0.094285
1.241132,0.094324
1.247354,0.094319
1.253600,0.094267
1.259871,0.094150
1.266165,0.093959
1.272482,0.093744
1.278821,0.093608
1.285182,0.093644
1.291565,0.093853
1.297968,0.094138
1.304391,0.094394
1.310834,0.094582
1.317295,0.094727
1.323775,0.094866
1.330272,0.095013
1.336787,0.095153
1.343318,0.095262
1.349865,0.095331
1.356428,0.095375
1.363005,0.095429
1.369596,0.095521
1.376201,0.095651
1.382819,0.095787
