wave,flux
0.603108,0.124108
0.604550,0.124933
0.606002,0.125695
0.607464,0.126351
0.608936,0.126887
0.610418,0.127326
0.611910,0.127720
0.613412,0.128149
0.614925,0.128694
0.616448,0.129397
0.617982,0.130212
0.619527,0.131027
0.621083,0.131741
0.622649,0.132348
0.624227,0.132918
0.625816,0.133531
0.627416,0.134168
0.629027,0.134767
0.630651,0.135283
0.632285,0.135733
0.633932,0.136164
0.635591,0.136594
0.637261,0.137053
0.638944,0.137407
0.640639,0.137695
0.642347,0.137937
0.644067,0.138152
0.645800,0.138347
0.647546,0.138501
0.649305,0.138560
0.651077,0.138455
0.652862,0.138190
0.654660,0.137926
0.656473,0.137920
0.658299,0.138315
0.660138,0.139004
0.661992,0.139736
0.663860,0.140309
0.665742,0.140673
0.667639,0.140875
0.669551,0.140984
0.671477,0.141052
0.673418,0.141104
0.675375,0.141148
0.677346,0.141179
0.679334,0.141200
0.681337,0.141228
0.683355,0.141298
0.685390,0.141430
0.687441,0.141616
0.689508,0.141814
0.691592,0.141978
0.693692,0.142081
0.695809,0.142126
0.697944,0.142143
0.700096,0.142179
0.702265,0.142272
0.704452,0.142413
0.706657,0.142543
0.708879,0.142590
0.711120,0.142521
0.713380,0.142372
0.715658,0.142236
0.717956,0.142216
0.720272,0.142358
0.722607,0.142617
0.724963,0.142904
0.727337,0.143150
0.729732,0.143337
0.732147,0.143461
0.734583,0.143509
0.737039,0.143501
0.739516,0.143526
0.742014,0.143690
0.744533,0.144034
0.747074,0.144505
0.749637,0.145011
0.752221,0.145478
0.754828,0.145872
0.757458,0.146185
0.760110,0.146430
0.762786,0.146636
0.765484,0.146854
0.768206,0.147141
0.770952,0.147532
0.773722,0.148020
0.776516,0.148554
0.779335,0.149057
0.782178,0.149459
0.785047,0.149731
0.787941,0.149894
0.790860,0.150022
0.793805,0.150197
0.796777,0.150449
0.799775,0.150745
0.802799,0.151018
0.805850,0.151230
0.808929,0.151359
0.812035,0.151385
0.815168,0.151320
0.818330,0.151230
0.821520,0.151200
0.824739,0.151253
0.827986,0.151337
0.831262,0.151380
0.834568,0.151321
0.837903,0.151073
0.841269,0.150531
0.844664,0.149673
0.848090,0.148676
0.851547,0.147872
0.855034,0.147507
0.858553,0.147567
0.862103,0.147893
0.865686,0.148387
0.869300,0.149041
0.872946,0.149806
0.876625,0.150561
0.880337,0.151204
0.884082,0.151714
0.887860,0.152099
0.891672,0.152344
0.895517,0.152443
0.899396,0.152442
0.903310,0.152413
0.907258,0.152391
0.911241,0.152347
0.915259,0.152254
0.919311,0.152154
0.923399,0.152133
0.927523,0.152224
0.931682,0.152358
0.935877,0.152446
0.940109,0.152461
0.944376,0.152443
0.948680,0.152432
0.953020,0.152452
0.957397,0.152518
0.961810,0.152638
0.966261,0.152801
0.970749,0.152982
0.975273,0.153155
0.979835,0.153301
0.984435,0.153401
0.989071,0.153431
0.993745,0.153368
0.998457,0.153227
1.003206,0.153068
1.007992,0.152968
1.012817,0.152962
1.017678,0.153032
1.022578,0.153129
1.027514,0.153208
1.032488,0.153255
1.037500,0.153287
1.042549,0.153320
1.047635,0.153342
1.052758,0.153332
1.057919,0.153318
1.063116,0.153388
1.068350,0.153626
1.073620,0.153985
1.078927,0.154259
1.084271,0.154249
1.089650,0.153980
1.095065,0.153703
1.100516,0.153670
1.106001,0.153925
1.111522,0.154329
1.117078,0.154723
1.122668,0.155049
1.128293,0.155343
1.133951,0.155668
1.139643,0.156040
1.145368,0.156412
1.151125,0.156710
1.156915,0.156894
1.162737,0.156977
1.168591,0.156999
1.174476,0.156983
1.180391,0.156940
1.186337,0.156885
1.192313,0.156859
1.198318,0.156926
1.204351,0.157135
1.210414,0.157480
1.216504,0.157880
1.222621,0.158228
1.228766,0.158458
1.234936,0.158567
1.241132,0.158590
1.247354,0.158557
1.253600,0.158464
1.259871,0.158292
1.266165,0.158035
1.272482,0.157749
1.278821,0.157555
1.285182,0.157563
1.291565,0.157774
1.297968,0.158081
1.304391,0.158365
1.310834,0.158582
1.317295,0.158764
1.323775,0.158955
1.330272,0.159172
1.336787,0.159401
1.343318,0.159615
1.349865,0.159804
1.356428,0.159980
1.363005,0.160182
1.369596,0.160439
1.376201,0.160748
1.382819,0.161069
1.389449,0.161350
1.396091,0.161552
1.402744,0.161667
1.409409,0.161723
1.416083,0.161764
1.422766,0.161840
1.429459,0.161987
1.436160,0.162208
1.442870,0.162487
1.449586,0.162787
1.456310,0.163074
1.463040,0.163310
1.469776,0.163486
1.476517,0.163616
1.483263,0.163727
1.490014,0.163843
1.496768,0.163990
1.503526,0.164199
1.510287,0.164476
1.517050,0.164774
1.523816,0.165006
1.530583,0.165099
1.537351,0.165013
1.544120,0.164735
1.550890,0.164263
1.557660,0.163591
1.564429,0.162759
1.571197,0.161830
1.577965,0.160920
1.584730,0.160135
1.591494,0.159509
1.598256,0.158993
1.605015,0.158502
1.611771,0.157975
1.618524,0.157380
1.625274,0.156699
1.632019,0.155946
1.638761,0.155183
1.645498,0.154483
1.652230,0.153845
1.658957,0.153195
1.665679,0.152476
1.672396,0.151730
1.679106,0.151077
1.685811,0.150590
1.692509,0.150229
1.699201,0.149872
1.705886,0.149413
1.712564,0.148813
1.719235,0.148099
1.725899,0.147355
1.732555,0.146699
1.739204,0.146223
1.745844,0.145929
1.752476,0.145720
1.759100,0.145469
1.765716,0.145099
1.772323,0.144591
1.778921,0.143971
1.785511,0.143259
1.792091,0.142447
1.798662,0.141527
1.805224,0.140524
1.811776,0.139518
1.818319,0.138604
1.824852,0.137830
1.831376,0.137157
1.837889,0.136501
1.844393,0.135789
1.850886,0.134986
1.857369,0.134100
1.863842,0.133186
1.870305,0.132348
1.876757,0.131688
1.883198,0.131241
1.889629,0.130967
1.896049,0.130788
1.902459,0.130628
1.908858,0.130428
1.915245,0.130146
1.921622,0.129764
1.927988,0.129306
1.934343,0.128839
1.940687,0.128455
1.947020,0.128226
1.953341,0.128147
1.959652,0.128148
1.965951,0.128144
1.972239,0.128096
1.978516,0.128017
1.984781,0.127931
1.991035,0.127853
1.997277,0.127778
2.003509,0.127690
2.009728,0.127570
2.015937,0.127411
2.022134,0.127223
2.028319,0.127025
2.034493,0.126834
2.040656,0.126649
2.046807,0.126455
2.052946,0.126235
2.059074,0.125987
2.065191,0.125716
2.071296,0.125425
2.077389,0.125116
2.083471,0.124786
2.089542,0.124440
2.095601,0.124084
2.101649,0.123719
2.107685,0.123341
2.113710,0.122947
2.119723,0.122541
2.125725,0.122129
2.131715,0.121709
2.137694,0.121273
2.143661,0.120807
2.149618,0.120304
2.155562,0.119778
2.161496,0.119264
2.167418,0.118798
2.173329,0.118403
2.179228,0.118052
2.185117,0.117717
2.190994,0.117371
2.196859,0.117005
2.202714,0.116628
2.208557,0.116249
2.214390,0.115878
2.220211,0.115513
2.226021,0.115154
2.231820,0.114796
2.237608,0.114443
2.243384,0.114095
2.249150,0.113753
2.254905,0.113430
2.260649,0.113111
2.266382,0.112808
2.272104,0.112506
2.277816,0.112207
2.283516,0.111911
2.289206,0.111620
2.294885,0.111336
2.300553,0.111057
2.306210,0.110779
2.311857,0.110498
2.317493,0.110213
2.323119,0.109929
2.328734,0.109647
2.334339,0.109364
2.339933,0.109074
2.345516,0.108783
2.351089,0.108474
2.356652,0.108169
2.362204,0.107852
2.367746,0.107527
2.373278,0.107194
2.378799,0.106851
2.384310,0.106500
2.389811,0.106140
2.395302,0.105768
2.400783,0.105385
2.406254,0.104991
2.411714,0.104587
2.417165,0.104172
2.422605,0.103743
2.428036,0.103298
2.433456,0.102844
2.438867,0.102379
2.444268,0.101905
2.449659,0.101422
2.455041,0.100929
2.460412,0.100427
2.465774,0.099921
2.471126,0.099416
2.476469,0.098914
2.481802,0.098410
2.487126,0.097904
2.492440,0.097395
2.497744,0.096893
2.503039,0.096402
2.508325,0.095927
2.513601,0.095466
2.518868,0.095020
2.524125,0.094590
2.529373,0.094183
2.534612,0.093801
2.539842,0.093442
2.545063,0.093101
2.550274,0.092775
2.555476,0.092462
2.560670,0.092165
2.565854,0.091889
2.571029,0.091641
2.576195,0.091423
2.581353,0.091233
2.586501,0.091061
2.591641,0.090905
2.596771,0.090768
2.601893,0.090670
2.607007,0.090625
2.612111,0.090634
2.617207,0.090684
2.622294,0.090739
2.627372,0.090769
2.632442,0.090761
2.637503,0.090731
2.642556,0.090701
2.647600,0.090686
2.652636,0.090686
2.657663,0.090692
2.662682,0.090686
2.667693,0.090655
2.672695,0.090592
2.677689,0.090501
2.682675,0.090389
2.687652,0.090266
2.692621,0.090132
2.697582,0.089987
2.702535,0.089829
2.707480,0.089658
2.712417,0.089473
2.717346,0.089274
2.722266,0.089064
2.727179,0.088843
2.732084,0.088615
2.736980,0.088385
2.741869,0.088161
2.746750,0.087948
2.751623,0.087744
2.756489,0.087536
2.761346,0.087312
2.766196,0.087073
2.771038,0.086819
2.775873,0.086561
2.780700,0.086305
2.785519,0.086055
2.790330,0.085814
2.795134,0.085582
2.799931,0.085359
2.804720,0.085142
2.809501,0.084929
2.814275,0.084718
2.819042,0.084509
2.823801,0.084303
2.828553,0.084093
2.833297,0.083902
2.838034,0.083705
2.842764,0.083516
2.847487,0.083325
2.852202,0.083141
2.856911,0.082969
2.861612,0.082812
2.866305,0.082659
2.870992,0.082496
2.875672,0.082307
2.880344,0.082097
2.885010,0.081879
2.889669,0.081670
2.894320,0.081478
2.898965,0.081302
2.903602,0.081135
2.908233,0.080992
2.912857,0.080853
2.917474,0.080731
2.922084,0.080611
2.926688,0.080490
2.931284,0.080366
2.935874,0.080242
2.940457,0.080120
2.945033,0.080001
2.949603,0.079880
2.954166,0.079757
2.958723,0.079634
2.963272,0.079515
2.967816,0.079404
2.972352,0.079301
2.976882,0.079202
2.981406,0.079116
2.985923,0.079025
2.990434,0.078947
2.994938,0.078859
2.999436,0.078764
3.003927,0.078662
3.008412,0.078561
3.012891,0.078470
3.017363,0.078398
3.021829,0.078350
3.026289,0.078329
3.030743,0.078322
3.035190,0.078309
3.039631,0.078263
3.044066,0.078178
3.048495,0.078069
3.052917,0.077971
3.057334,0.077897
3.061744,0.077849
3.066149,0.077816
3.070547,0.077792
3.074939,0.077774
3.079325,0.077763
3.083705,0.077758
3.088080,0.077755
3.092448,0.077754
3.096810,0.077758
3.101167,0.077772
3.105517,0.077796
3.109862,0.077823
3.114201,0.077836
3.118534,0.077818
3.122861,0.077773
3.127182,0.077714
3.131498,0.077660
3.135808,0.077622
3.140112,0.077601
3.144410,0.077591
3.148703,0.077582
3.152990,0.077565
3.157272,0.077538
3.161548,0.077505
3.165818,0.077473
3.170082,0.077440
3.174342,0.077405
3.178595,0.077373
3.182843,0.077347
3.187086,0.077332
3.191323,0.077333
3.195554,0.077346
3.199780,0.077368
3.204001,0.077392
3.208216,0.077419
3.212426,0.077450
3.216630,0.077486
3.220829,0.077527
3.225023,0.077574
3.229211,0.077629
3.233394,0.077693
3.237572,0.077761
3.241744,0.077830
3.245912,0.077898
3.250074,0.077966
3.254230,0.078039
3.258382,0.078118
3.262528,0.078204
3.266669,0.078296
3.270805,0.078394
3.274936,0.078502
3.279062,0.078623
3.283183,0.078760
3.287298,0.078908
3.291409,0.079047
3.295514,0.079151
3.299615,0.079203
3.303710,0.079214
3.307800,0.079216
3.311886,0.079230
3.315966,0.079250
3.320042,0.079247
3.324112,0.079202
3.328178,0.079126
3.332238,0.079036
3.336294,0.078954
3.340345,0.078883
3.344391,0.078822
3.348432,0.078765
3.352469,0.078711
3.356500,0.078662
3.360527,0.078619
3.364549,0.078582
3.368566,0.078546
3.372579,0.078509
3.376586,0.078474
3.380589,0.078447
3.384588,0.078459
3.388581,0.078498
3.392570,0.078573
3.396554,0.078658
3.400534,0.078735
3.404509,0.078797
3.408479,0.078851
3.412445,0.078909
3.416406,0.078973
3.420362,0.079044
3.424314,0.079117
3.428262,0.079190
3.432204,0.079261
3.436143,0.079330
3.440077,0.079398
3.444006,0.079461
3.447931,0.079529
3.451851,0.079585
3.455767,0.079645
3.459679,0.079700
3.463586,0.079754
3.467488,0.079805
3.471386,0.079852
3.475280,0.079893
3.479170,0.079930
3.483055,0.079968
3.486936,0.080011
3.490812,0.080059
3.494684,0.080113
3.498552,0.080173
3.502415,0.080243
3.506275,0.080322
3.510130,0.080424
3.513980,0.080535
3.517827,0.080674
3.521669,0.080821
3.525507,0.080980
3.529341,0.081149
3.533170,0.081324
3.536996,0.081502
3.540817,0.081683
3.544634,0.081869
3.548447,0.082065
3.552255,0.082270
3.556060,0.082479
3.559861,0.082572
3.563657,0.082762
3.567449,0.082946
3.571238,0.083134
3.575022,0.083318
3.578802,0.083499
3.582578,0.083675
3.586350,0.083844
3.590118,0.084007
3.593882,0.084162
3.597642,0.084308
3.601398,0.084443
3.605151,0.084567
3.608899,0.084680
3.612643,0.084784
3.616383,0.084879
3.620120,0.084964
3.623852,0.085037
3.627580,0.085097
3.631305,0.085143
3.635026,0.085177
3.638743,0.085201
3.642456,0.085219
3.646165,0.085231
3.649870,0.085238
3.653572,0.085238
3.657269,0.085235
3.660963,0.085233
3.664653,0.085242
3.668340,0.085270
3.672022,0.085319
3.675701,0.085390
3.679376,0.085478
3.683047,0.085585
3.686715,0.085717
3.690378,0.085885
3.694038,0.086089
3.697695,0.086321
3.701347,0.086572
3.704996,0.086834
3.708642,0.087111
3.712283,0.087406
3.715921,0.087722
3.719556,0.088062
3.723186,0.088429
3.726814,0.088824
3.730437,0.089247
3.734057,0.089691
3.737673,0.090146
3.741286,0.090599
3.744895,0.091044
3.748501,0.091482
3.752103,0.091920
3.755701,0.092359
3.759296,0.092801
3.762887,0.093245
3.766475,0.093687
3.770060,0.094124
3.773640,0.094550
3.777218,0.094961
3.780792,0.095354
3.784362,0.095726
3.787929,0.096075
3.791493,0.096397
3.795053,0.096690
3.798609,0.096951
3.802162,0.097178
3.805712,0.097367
3.809259,0.097526
3.812801,0.097655
3.816341,0.097760
3.819877,0.097849
3.823410,0.097925
3.826939,0.097996
3.830466,0.098065
3.833988,0.098138
3.837508,0.098221
3.841024,0.098319
3.844537,0.098438
3.848046,0.098582
3.851552,0.098757
3.855055,0.098962
3.858554,0.099220
3.862051,0.099515
