wave,flux
0.603108,0.082943
0.604550,0.084517
0.606002,0.085778
0.607464,0.086690
0.608936,0.087266
0.610418,0.087565
0.611910,0.087682
0.613412,0.087740
0.614925,0.087866
0.616448,0.088127
0.617982,0.088484
0.619527,0.088819
0.621083,0.089034
0.622649,0.089146
0.624227,0.089270
0.625816,0.089513
0.627416,0.089876
0.629027,0.090275
0.630651,0.090650
0.632285,0.091016
0.633932,0.091418
0.635591,0.091871
0.637261,0.092383
0.638944,0.092825
0.640639,0.093222
0.642347,0.093586
0.644067,0.093934
0.645800,0.094262
0.647546,0.094542
0.649305,0.094707
0.651077,0.094673
0.652862,0.094439
0.654660,0.094178
0.656473,0.094171
0.658299,0.094571
0.660138,0.095262
0.661992,0.095971
0.663860,0.096486
0.665742,0.096755
0.667639,0.096833
0.669551,0.096799
0.671477,0.096707
0.673418,0.096591
0.675375,0.096458
0.677346,0.096307
0.679334,0.096142
0.681337,0.095986
0.683355,0.095876
0.685390,0.095834
0.687441,0.095854
0.689508,0.095891
0.691592,0.095899
0.693692,0.095851
0.695809,0.095753
0.697944,0.095635
0.700096,0.095547
0.702265,0.095530
0.704452,0.095575
0.706657,0.095622
0.708879,0.095598
0.711120,0.095470
0.713380,0.095277
0.715658,0.095116
0.717956,0.095091
0.720272,0.095245
0.722607,0.095533
0.724963,0.095857
0.727337,0.096145
0.729732,0.096376
0.732147,0.096542
0.734583,0.096627
0.737039,0.096648
0.739516,0.096692
0.742014,0.096863
0.744533,0.097198
0.747074,0.097641
0.749637,0.098094
0.752221,0.098480
0.754828,0.098762
0.757458,0.098931
0.760110,0.098999
0.762786,0.099003
0.765484,0.098998
0.768206,0.099045
0.770952,0.099186
0.773722,0.099418
0.776516,0.099693
0.779335,0.099938
0.782178,0.100092
0.785047,0.100128
0.787941,0.100072
0.790860,0.100003
0.793805,0.100008
0.796777,0.100124
0.799775,0.100313
0.802799,0.100525
0.805850,0.100710
0.808929,0.100849
0.812035,0.100915
0.815168,0.100916
0.818330,0.100914
0.821520,0.100990
0.824739,0.101162
0.827986,0.101375
0.831262,0.101554
0.834568,0.101632
0.837903,0.101521
0.841269,0.101113
0.844664,0.100382
0.848090,0.099501
0.851547,0.098791
0.855034,0.098498
0.858553,0.098602
0.862103,0.098952
0.865686,0.099451
0.869300,0.100092
0.872946,0.100831
0.876625,0.101545
0.880337,0.102137
0.884082,0.102589
0.887860,0.102909
0.891672,0.103084
0.895517,0.103110
0.899396,0.103033
0.903310,0.102928
0.907258,0.102830
0.911241,0.102710
0.915259,0.102548
0.919311,0.102376
0.923399,0.102291
0.927523,0.102322
0.931682,0.102402
0.935877,0.102443
0.940109,0.102421
0.944376,0.102374
0.948680,0.102345
0.953020,0.102357
0.957397,0.102426
0.961810,0.102561
0.966261,0.102753
0.970749,0.102976
0.975273,0.103207
0.979835,0.103427
0.984435,0.103617
0.989071,0.103749
0.993745,0.103800
0.998457,0.103781
1.003206,0.103749
1.007992,0.103774
1.012817,0.103892
1.017678,0.104080
1.022578,0.104287
1.027514,0.104464
1.032488,0.104597
1.037500,0.104698
1.042549,0.104780
1.047635,0.104824
1.052758,0.104805
1.057919,0.104730
1.063116,0.104671
1.068350,0.104702
1.073620,0.104802
1.078927,0.104828
1.084271,0.104646
1.089650,0.104297
1.095065,0.103991
1.100516,0.103915
1.106001,0.104081
1.111522,0.104348
1.117078,0.104577
1.122668,0.104728
1.128293,0.104849
1.133951,0.105009
1.139643,0.105230
1.145368,0.105467
1.151125,0.105647
1.156915,0.105728
1.162737,0.105722
1.168591,0.105668
1.174476,0.105587
1.180391,0.105489
1.186337,0.105387
1.192313,0.105322
1.198318,0.105355
1.204351,0.105537
1.210414,0.105859
1.216504,0.106238
1.222621,0.106566
1.228766,0.106773
1.234936,0.106856
1.241132,0.106848
1.247354,0.106777
1.253600,0.106643
1.259871,0.106423
1.266165,0.106113
1.272482,0.105770
1.278821,0.105516
1.285182,0.105463
1.291565,0.105613
1.297968,0.105859
1.304391,0.106079
1.310834,0.106229
1.317295,0.106340
1.323775,0.106458
1.330272,0.106601
1.336787,0.106754
1.343318,0.106892
1.349865,0.106999
1.356428,0.107094
1.363005,0.107213
1.369596,0.107387
1.376201,0.107614
1.382819,0.107853
1.389449,0.108049
1.396091,0.108162
1.402744,0.108186
1.409409,0.108147
1.416083,0.108091
1.422766,0.108071
1.429459,0.108124
1.436160,0.108257
1.442870,0.108444
1.449586,0.108658
1.456310,0.108857
1.463040,0.109009
1.469776,0.109104
1.476517,0.109158
1.483263,0.109201
1.490014,0.109260
1.496768,0.109366
1.503526,0.109553
1.510287,0.109829
1.517050,0.110146
1.523816,0.110417
1.530583,0.110564
1.537351,0.110547
1.544120,0.110356
1.550890,0.109983
1.557660,0.109432
1.564429,0.108731
1.571197,0.107953
1.577965,0.107217
1.584730,0.106632
1.591494,0.106234
1.598256,0.105967
1.605015,0.105738
1.611771,0.105477
1.618524,0.105148
1.625274,0.104726
1.632019,0.104221
1.638761,0.103700
1.645498,0.103238
1.652230,0.102830
1.658957,0.102392
1.665679,0.101859
1.672396,0.101280
1.679106,0.100788
1.685811,0.100470
1.692509,0.100282
1.699201,0.100095
1.705886,0.099793
1.712564,0.099333
1.719235,0.098750
1.725899,0.098139
1.732555,0.097634
1.739204,0.097345
1.745844,0.097277
1.752476,0.097326
1.759100,0.097354
1.765716,0.097271
1.772323,0.097061
1.778921,0.096748
1.785511,0.096348
1.792091,0.095851
1.798662,0.095241
1.805224,0.094543
1.811776,0.093844
1.818319,0.093251
1.824852,0.092816
1.831376,0.092494
1.837889,0.092182
1.844393,0.091788
1.850886,0.091268
1.857369,0.090624
1.863842,0.089918
1.870305,0.089268
1.876757,0.088795
1.883198,0.088546
1.889629,0.088476
1.896049,0.088492
1.902459,0.088506
1.908858,0.088447
1.915245,0.088262
1.921622,0.087932
1.927988,0.087484
1.934343,0.087001
1.940687,0.086602
1.947020,0.086377
1.953341,0.086327
1.959652,0.086364
1.965951,0.086386
1.972239,0.086342
1.978516,0.086250
1.984781,0.086144
1.991035,0.086045
1.997277,0.085950
2.003509,0.085839
2.009728,0.085691
2.015937,0.085497
2.022134,0.085271
2.028319,0.085043
2.034493,0.084838
2.040656,0.084657
2.046807,0.084482
2.052946,0.084293
2.059074,0.084090
2.065191,0.083882
2.071296,0.083677
2.077389,0.083472
2.083471,0.083264
2.089542,0.083056
2.095601,0.082855
2.101649,0.082659
2.107685,0.082458
2.113710,0.082244
2.119723,0.082021
2.125725,0.081794
2.131715,0.081558
2.137694,0.081296
2.143661,0.080981
2.149618,0.080597
2.155562,0.080163
2.161496,0.079730
2.167418,0.079358
2.173329,0.079081
2.179228,0.078871
2.185117,0.078676
2.190994,0.078452
2.196859,0.078187
2.202714,0.077892
2.208557,0.077588
2.214390,0.077291
2.220211,0.077004
2.226021,0.076724
2.231820,0.076447
2.237608,0.076176
2.243384,0.075919
2.249150,0.075681
2.254905,0.075474
2.260649,0.075292
2.266382,0.075137
2.272104,0.074993
2.277816,0.074854
2.283516,0.074721
2.289206,0.074598
2.294885,0.074487
2.300553,0.074386
2.306210,0.074281
2.311857,0.074161
2.317493,0.074022
2.323119,0.073876
2.328734,0.073730
2.334339,0.073581
2.339933,0.073413
2.345516,0.073215
2.351089,0.072976
2.356652,0.072718
2.362204,0.072439
2.367746,0.072138
2.373278,0.071813
2.378799,0.071471
2.384310,0.071123
2.389811,0.070778
2.395302,0.070432
2.400783,0.070072
2.406254,0.069692
2.411714,0.069298
2.417165,0.068905
2.422605,0.068523
2.428036,0.068149
2.433456,0.067781
2.438867,0.067409
2.444268,0.067037
2.449659,0.066674
2.455041,0.066326
2.460412,0.065990
2.465774,0.065661
2.471126,0.065331
2.476469,0.065003
2.481802,0.064683
2.487126,0.064376
2.492440,0.064079
2.497744,0.063784
2.503039,0.063488
2.508325,0.063189
2.513601,0.062890
2.518868,0.062595
2.524125,0.062300
2.529373,0.062007
2.534612,0.061716
2.539842,0.061432
2.545063,0.061161
2.550274,0.060905
2.555476,0.060666
2.560670,0.060446
2.565854,0.060244
2.571029,0.060060
2.576195,0.059898
2.581353,0.059760
2.586501,0.059650
2.591641,0.059570
2.596771,0.059521
2.601893,0.059503
2.607007,0.059514
2.612111,0.059551
2.617207,0.059610
2.622294,0.059690
2.627372,0.059783
2.632442,0.059884
2.637503,0.059985
2.642556,0.060082
2.647600,0.060170
2.652636,0.060246
2.657663,0.060304
2.662682,0.060340
2.667693,0.060346
2.672695,0.060318
2.677689,0.060251
2.682675,0.060141
2.687652,0.059991
2.692621,0.059806
2.697582,0.059591
2.702535,0.059351
2.707480,0.059091
2.712417,0.058815
2.717346,0.058530
2.722266,0.058239
2.727179,0.057947
2.732084,0.057661
2.736980,0.057386
2.741869,0.057129
2.746750,0.056896
2.751623,0.056691
2.756489,0.056517
2.761346,0.056373
2.766196,0.056260
2.771038,0.056171
2.775873,0.056105
2.780700,0.056061
2.785519,0.056035
2.790330,0.056024
2.795134,0.056023
2.799931,0.056029
2.804720,0.056037
2.809501,0.056041
2.814275,0.056037
2.819042,0.056021
2.823801,0.055989
2.828553,0.055932
2.833297,0.055860
2.838034,0.055753
2.842764,0.055624
2.847487,0.055469
2.852202,0.055296
2.856911,0.055111
2.861612,0.054918
2.866305,0.054716
2.870992,0.054503
2.875672,0.054279
2.880344,0.054045
2.885010,0.053813
2.889669,0.053590
2.894320,0.053384
2.898965,0.053199
2.903602,0.053034
2.908233,0.052901
2.912857,0.052791
2.917474,0.052713
2.922084,0.052654
2.926688,0.052612
2.931284,0.052584
2.935874,0.052569
2.940457,0.052565
2.945033,0.052570
2.949603,0.052580
2.954166,0.052592
2.958723,0.052605
2.963272,0.052619
2.967816,0.052631
2.972352,0.052642
2.976882,0.052645
2.981406,0.052644
2.985923,0.052627
2.990434,0.052606
2.994938,0.052568
2.999436,0.052515
3.003927,0.052450
3.008412,0.052375
3.012891,0.052296
3.017363,0.052217
3.021829,0.052142
3.026289,0.052072
3.030743,0.052003
3.035190,0.051925
3.039631,0.051827
3.044066,0.051706
3.048495,0.051571
3.052917,0.051438
3.057334,0.051313
3.061744,0.051199
3.066149,0.051092
3.070547,0.050991
3.074939,0.050895
3.079325,0.050807
3.083705,0.050726
3.088080,0.050652
3.092448,0.050587
3.096810,0.050534
3.101167,0.050494
3.105517,0.050471
3.109862,0.050462
3.114201,0.050460
3.118534,0.050458
3.122861,0.050460
3.127182,0.050471
3.131498,0.050497
3.135808,0.050543
3.140112,0.050606
3.144410,0.050680
3.148703,0.050758
3.152990,0.050833
3.157272,0.050903
3.161548,0.050966
3.165818,0.051023
3.170082,0.051070
3.174342,0.051106
3.178595,0.051129
3.182843,0.051139
3.187086,0.051136
3.191323,0.051119
3.195554,0.051087
3.199780,0.051041
3.204001,0.050982
3.208216,0.050911
3.212426,0.050834
3.216630,0.050752
3.220829,0.050669
3.225023,0.050589
3.229211,0.050516
3.233394,0.050453
3.237572,0.050400
3.241744,0.050359
3.245912,0.050332
3.250074,0.050323
3.254230,0.050336
3.258382,0.050376
3.262528,0.050442
3.266669,0.050530
3.270805,0.050638
3.274936,0.050766
3.279062,0.050911
3.283183,0.051072
3.287298,0.051243
3.291409,0.051413
3.295514,0.051565
3.299615,0.051689
3.303710,0.051786
3.307800,0.051870
3.311886,0.051947
3.315966,0.052013
3.320042,0.052049
3.324112,0.052045
3.328178,0.052007
3.332238,0.051945
3.336294,0.051872
3.340345,0.051795
3.344391,0.051714
3.348432,0.051629
3.352469,0.051543
3.356500,0.051459
3.360527,0.051380
3.364549,0.051310
3.368566,0.051249
3.372579,0.051198
3.376586,0.051162
3.380589,0.051145
3.384588,0.051167
3.388581,0.051223
3.392570,0.051317
3.396554,0.051434
3.400534,0.051562
3.404509,0.051698
3.408479,0.051841
3.412445,0.051996
3.416406,0.052161
3.420362,0.052333
3.424314,0.052510
3.428262,0.052686
3.432204,0.052860
3.436143,0.053029
3.440077,0.053191
3.444006,0.053341
3.447931,0.053484
3.451851,0.053607
3.455767,0.053721
3.459679,0.053818
3.463586,0.053903
3.467488,0.053974
3.471386,0.054031
3.475280,0.054074
3.479170,0.054104
3.483055,0.054123
3.486936,0.054134
3.490812,0.054137
3.494684,0.054133
3.498552,0.054122
3.502415,0.054105
3.506275,0.054084
3.510130,0.054064
3.513980,0.054039
3.517827,0.054022
3.521669,0.054003
3.525507,0.053989
3.529341,0.053980
3.533170,0.053977
3.536996,0.053981
3.540817,0.053995
3.544634,0.054021
3.548447,0.054063
3.552255,0.054125
3.556060,0.054204
3.559861,0.054287
3.563657,0.054404
3.567449,0.054543
3.571238,0.054710
3.575022,0.054903
3.578802,0.055117
3.582578,0.055349
3.586350,0.055593
3.590118,0.055847
3.593882,0.056106
3.597642,0.056365
3.601398,0.056620
3.605151,0.056867
3.608899,0.057102
3.612643,0.057322
3.616383,0.057522
3.620120,0.057698
3.623852,0.057846
3.627580,0.057960
3.631305,0.058038
3.635026,0.058078
3.638743,0.058086
3.642456,0.058066
3.646165,0.058022
