wave,flux
0.603108,0.098341
0.604550,0.098337
0.606002,0.098458
0.607464,0.098707
0.608936,0.099055
0.610418,0.099467
0.611910,0.099909
0.613412,0.100356
0.614925,0.100801
0.616448,0.101254
0.617982,0.101734
0.619527,0.102247
0.621083,0.102781
0.622649,0.103317
0.624227,0.103842
0.625816,0.104370
0.627416,0.104890
0.629027,0.105393
0.630651,0.105867
0.632285,0.106311
0.633932,0.106736
0.635591,0.107148
0.637261,0.107616
0.638944,0.107983
0.640639,0.108313
0.642347,0.108611
0.644067,0.108883
0.645800,0.109133
0.647546,0.109352
0.649305,0.109510
0.651077,0.109569
0.652862,0.109528
0.654660,0.109463
0.656473,0.109522
0.658299,0.109797
0.660138,0.110245
0.661992,0.110727
0.663860,0.111124
0.665742,0.111397
0.667639,0.111568
0.669551,0.111677
0.671477,0.111754
0.673418,0.111816
0.675375,0.111865
0.677346,0.111900
0.679334,0.111922
0.681337,0.111941
0.683355,0.111984
0.685390,0.112066
0.687441,0.112183
0.689508,0.112305
0.691592,0.112399
0.693692,0.112445
0.695809,0.112445
0.697944,0.112420
0.700096,0.112408
0.702265,0.112440
0.704452,0.112511
0.706657,0.112576
0.708879,0.112578
0.711120,0.112489
0.713380,0.112338
0.715658,0.112201
0.717956,0.112165
0.720272,0.112271
0.722607,0.112483
0.724963,0.112725
0.727337,0.112939
0.729732,0.113106
0.732147,0.113221
0.734583,0.113269
0.737039,0.113267
0.739516,0.113290
0.742014,0.113430
0.744533,0.113725
0.747074,0.114129
0.749637,0.114558
0.752221,0.114945
0.754828,0.115256
0.757458,0.115482
0.760110,0.115633
0.762786,0.115740
0.765484,0.115849
0.768206,0.116014
0.770952,0.116274
0.773722,0.116624
0.776516,0.117019
0.779335,0.117389
0.782178,0.117671
0.785047,0.117836
0.787941,0.117907
0.790860,0.117955
0.793805,0.118063
0.796777,0.118261
0.799775,0.118518
0.802799,0.118777
0.805850,0.118995
0.808929,0.119150
0.812035,0.119219
0.815168,0.119209
0.818330,0.119184
0.821520,0.119224
0.824739,0.119351
0.827986,0.119512
0.831262,0.119632
0.834568,0.119646
0.837903,0.119467
0.841269,0.118983
0.844664,0.118167
0.848090,0.117195
0.851547,0.116396
0.855034,0.116025
0.858553,0.116065
0.862103,0.116364
0.865686,0.116823
0.869300,0.117437
0.872946,0.118160
