wave,flux
0.603108,0.095149
0.604550,0.095880
0.606002,0.096618
0.607464,0.097397
0.608936,0.098202
0.610418,0.098995
0.611910,0.099728
0.613412,0.100351
0.614925,0.100836
0.616448,0.101194
0.617982,0.101480
0.619527,0.101760
0.621083,0.102074
0.622649,0.102414
0.624227,0.102751
0.625816,0.103085
0.627416,0.103415
0.629027,0.103758
0.630651,0.104116
0.632285,0.104477
0.633932,0.104837
0.635591,0.105193
0.637261,0.105562
0.638944,0.105908
0.640639,0.106241
0.642347,0.106559
0.644067,0.106860
0.645800,0.107145
0.647546,0.107408
0.649305,0.107636
0.651077,0.107806
0.652862,0.107913
0.654660,0.107988
0.656473,0.108105
0.658299,0.108323
0.660138,0.108630
0.661992,0.108959
0.663860,0.109245
0.665742,0.109462
0.667639,0.109620
0.669551,0.109738
0.671477,0.109833
0.673418,0.109916
0.675375,0.109988
0.677346,0.110049
0.679334,0.110099
0.681337,0.110146
0.683355,0.110207
0.685390,0.110294
0.687441,0.110404
0.689508,0.110519
0.691592,0.110615
0.693692,0.110681
0.695809,0.110715
0.697944,0.110732
0.700096,0.110761
0.702265,0.110822
0.704452,0.110914
0.706657,0.111006
0.708879,0.111055
0.711120,0.111043
0.713380,0.110988
0.715658,0.110948
0.717956,0.110987
0.720272,0.111135
0.722607,0.111368
0.724963,0.111629
0.727337,0.111872
0.729732,0.112085
0.732147,0.112260
0.734583,0.112388
0.737039,0.112477
0.739516,0.112585
0.742014,0.112784
0.744533,0.113100
0.747074,0.113500
0.749637,0.113918
0.752221,0.114302
0.754828,0.114624
0.757458,0.114877
0.760110,0.115068
0.762786,0.115218
0.765484,0.115364
0.768206,0.115549
0.770952,0.115803
0.773722,0.116122
0.776516,0.116469
0.779335,0.116791
0.782178,0.117035
0.785047,0.117179
0.787941,0.117240
0.790860,0.117273
0.793805,0.117344
0.796777,0.117478
0.799775,0.117652
0.802799,0.117816
0.805850,0.117939
0.808929,0.118005
0.812035,0.117997
0.815168,0.117923
0.818330,0.117834
0.821520,0.117800
0.824739,0.117838
0.827986,0.117909
0.831262,0.117953
0.834568,0.117920
0.837903,0.117739
0.841269,0.117320
0.844664,0.116643
0.848090,0.115852
0.851547,0.115221
0.855034,0.114958
0.858553,0.115050
