wave,flux
0.601676,0.121516
0.603108,0.121661
0.604550,0.121858
0.606002,0.122075
0.607464,0.122296
0.608936,0.122506
0.610418,0.122701
0.611910,0.122893
0.613412,0.123111
0.614925,0.123394
0.616448,0.123767
0.617982,0.124220
0.619527,0.124706
0.621083,0.125172
0.622649,0.125610
0.624227,0.126049
0.625816,0.126538
0.627416,0.127062
0.629027,0.127587
0.630651,0.128081
0.632285,0.128552
0.633932,0.129023
0.635591,0.129505
0.637261,0.129958
0.638944,0.130401
0.640639,0.130806
0.642347,0.131179
0.644067,0.131533
0.645800,0.131868
0.647546,0.132169
0.649305,0.132394
0.651077,0.132488
0.652862,0.132453
0.654660,0.132398
0.656473,0.132514
0.658299,0.132913
0.660138,0.133526
0.661992,0.134167
0.663860,0.134684
0.665742,0.135036
0.667639,0.135255
0.669551,0.135393
0.671477,0.135488
0.673418,0.135560
0.675375,0.135616
0.677346,0.135651
0.679334,0.135667
0.681337,0.135679
0.683355,0.135714
0.685390,0.135792
0.687441,0.135906
0.689508,0.136025
0.691592,0.136111
0.693692,0.136143
0.695809,0.136125
0.697944,0.136082
0.700096,0.136056
0.702265,0.136081
0.704452,0.136152
0.706657,0.136221
0.708879,0.136225
0.711120,0.136138
0.713380,0.135991
0.715658,0.135868
0.717956,0.135859
0.720272,0.136008
0.722607,0.136275
0.724963,0.136579
0.727337,0.136858
0.729732,0.137093
0.732147,0.137277
0.734583,0.137398
0.737039,0.137470
0.739516,0.137573
0.742014,0.137801
0.744533,0.138193
0.747074,0.138700
0.749637,0.139234
0.752221,0.139727
0.754828,0.140143
0.757458,0.140473
0.760110,0.140728
0.762786,0.140937
0.765484,0.141146
0.768206,0.141410
0.770952,0.141764
0.773722,0.142205
0.776516,0.142682
0.779335,0.143125
0.782178,0.143467
0.785047,0.143680
0.787941,0.143784
0.790860,0.143851
0.793805,0.143960
0.796777,0.144144
0.799775,0.144370
0.802799,0.144575
0.805850,0.144722
0.808929,0.144789
0.812035,0.144757
0.815168,0.144635
0.818330,0.144490
0.821520,0.144406
0.824739,0.144405
0.827986,0.144438
0.831262,0.144433
0.834568,0.144327
0.837903,0.144034
0.841269,0.143446
0.844664,0.142539
0.848090,0.141490
0.851547,0.140636
0.855034,0.140226
