wave,flux
0.601676,0.150822
0.603108,0.153628
0.604550,0.156158
0.606002,0.158204
0.607464,0.159641
0.608936,0.160487
0.610418,0.160878
0.611910,0.161038
0.613412,0.161252
0.614925,0.161796
0.616448,0.162785
0.617982,0.164070
0.619527,0.165315
0.621083,0.166255
0.622649,0.166908
0.624227,0.167526
0.625816,0.168324
0.627416,0.169288
0.629027,0.170229
0.630651,0.171027
0.632285,0.171730
0.633932,0.172453
0.635591,0.173236
0.637261,0.174070
0.638944,0.174759
0.640639,0.175334
0.642347,0.175835
0.644067,0.176306
0.645800,0.176753
0.647546,0.177126
0.649305,0.177297
0.651077,0.177110
0.652862,0.176579
0.654660,0.176060
0.656473,0.176103
0.658299,0.176990
0.660138,0.178474
0.661992,0.180008
0.663860,0.181177
0.665742,0.181881
0.667639,0.182232
0.669551,0.182377
0.671477,0.182423
0.673418,0.182424
0.675375,0.182396
0.677346,0.182330
0.679334,0.182231
0.681337,0.182137
0.683355,0.182110
0.685390,0.182193
0.687441,0.182367
0.689508,0.182557
0.691592,0.182677
0.693692,0.182683
0.695809,0.182585
0.697944,0.182439
0.700096,0.182336
0.702265,0.182345
0.704452,0.182450
0.706657,0.182548
0.708879,0.182511
0.711120,0.182286
0.713380,0.181940
0.715658,0.181642
0.717956,0.181569
0.720272,0.181795
0.722607,0.182239
0.724963,0.182736
0.727337,0.183166
0.729732,0.183495
0.732147,0.183711
0.734583,0.183792
0.737039,0.183770
0.739516,0.183787
0.742014,0.184018
0.744533,0.184523
0.747074,0.185207
0.749637,0.185914
0.752221,0.186517
0.754828,0.186956
0.757458,0.187220
0.760110,0.187333
0.762786,0.187353
0.765484,0.187370
0.768206,0.187482
0.770952,0.187755
0.773722,0.188184
0.776516,0.188691
0.779335,0.189162
0.782178,0.189496
0.785047,0.189654
0.787941,0.189680
0.790860,0.189698
0.793805,0.189844
0.796777,0.190177
0.799775,0.190638
0.802799,0.191142
0.805850,0.191616
0.808929,0.192021
0.812035,0.192313
0.815168,0.192500
0.818330,0.192677
0.821520,0.192961
0.824739,0.193378
0.827986,0.193836
0.831262,0.194216
0.834568,0.194413
0.837903,0.194288
0.841269,0.193673
0.844664,0.192525
0.848090,0.191107
0.851547,0.189903
0.855034,0.189279
0.858553,0.189212
0.862103,0.189472
0.865686,0.189915
0.869300,0.190540
0.872946,0.191280
0.876625,0.191960
0.880337,0.192440
0.884082,0.192697
0.887860,0.192750
0.891672,0.192589
0.895517,0.192213
0.899396,0.191697
0.903310,0.191159
0.907258,0.190656
0.911241,0.190153
0.915259,0.189620
0.919311,0.189117
0.923399,0.188775
0.927523,0.188642
0.931682,0.188620
0.935877,0.188578
0.940109,0.188482
0.944376,0.188389
0.948680,0.188363
0.953020,0.188437
0.957397,0.188636
0.961810,0.188973
0.966261,0.189434
0.970749,0.189983
0.975273,0.190587
0.979835,0.191217
0.984435,0.191844
0.989071,0.192417
0.993745,0.192891
0.998457,0.193270
1.003206,0.193629
1.007992,0.194058
1.012817,0.194596
1.017678,0.195202
1.022578,0.195787
1.027514,0.196273
1.032488,0.196626
1.037500,0.196855
1.042549,0.196970
1.047635,0.196956
1.052758,0.196820
1.057919,0.196704
1.063116,0.196909
1.068350,0.197666
1.073620,0.198730
1.078927,0.199293
1.084271,0.198537
1.089650,0.196403
1.095065,0.193684
1.100516,0.191338
1.106001,0.189797
1.111522,0.188911
1.117078,0.188339
1.122668,0.187882
1.128293,0.187534
1.133951,0.187372
1.139643,0.187435
1.145368,0.187671
1.151125,0.187975
1.156915,0.188269
1.162737,0.188556
1.168591,0.188868
1.174476,0.189222
1.180391,0.189610
1.186337,0.190036
1.192313,0.190538
1.198318,0.191187
1.204351,0.192035
1.210414,0.193052
1.216504,0.194103
1.222621,0.195014
1.228766,0.195671
1.234936,0.196050
1.241132,0.196182
1.247354,0.196106
1.253600,0.195832
1.259871,0.195338
1.266165,0.194628
1.272482,0.193793
1.278821,0.193016
1.285182,0.192467
1.291565,0.192159
1.297968,0.191948
1.304391,0.191673
1.310834,0.191282
1.317295,0.190828
1.323775,0.190387
1.330272,0.189995
1.336787,0.189641
1.343318,0.189297
1.349865,0.188949
1.356428,0.188621
1.363005,0.188369
1.369596,0.188239
1.376201,0.188229
1.382819,0.188284
1.389449,0.188327
1.396091,0.188305
1.402744,0.188210
1.409409,0.188081
1.416083,0.187986
1.422766,0.188002
1.429459,0.188182
1.436160,0.188539
1.442870,0.189043
1.449586,0.189649
1.456310,0.190296
1.463040,0.190924
1.469776,0.191512
1.476517,0.192075
1.483263,0.192644
1.490014,0.193251
1.496768,0.193927
1.503526,0.194714
1.510287,0.195614
1.517050,0.196549
1.523816,0.197385
1.530583,0.198003
1.537351,0.198336
1.544120,0.198359
1.550890,0.198055
1.557660,0.197417
1.564429,0.196495
1.571197,0.195395
1.577965,0.194294
1.584730,0.193356
1.591494,0.192638
1.598256,0.192068
1.605015,0.191517
1.611771,0.190892
1.618524,0.190146
1.625274,0.189250
1.632019,0.188225
1.638761,0.187172
1.645498,0.186205
1.652230,0.185324
1.658957,0.184413
1.665679,0.183381
1.672396,0.182297
1.679106,0.181348
1.685811,0.180656
1.692509,0.180156
1.699201,0.179656
1.705886,0.178983
1.712564,0.178073
1.719235,0.176968
1.725899,0.175805
1.732555,0.174776
1.739204,0.174037
1.745844,0.173594
1.752476,0.173292
1.759100,0.172924
1.765716,0.172357
1.772323,0.171565
1.778921,0.170589
1.785511,0.169459
1.792091,0.168165
1.798662,0.166691
1.805224,0.165080
1.811776,0.163465
1.818319,0.162015
1.824852,0.160811
1.831376,0.159795
1.837889,0.158819
1.844393,0.157754
1.850886,0.156540
1.857369,0.155184
1.863842,0.153786
1.870305,0.152529
1.876757,0.151595
1.883198,0.151053
1.889629,0.150833
1.896049,0.150790
1.902459,0.150784
1.908858,0.150704
1.915245,0.150464
1.921622,0.150028
1.927988,0.149432
1.934343,0.148797
1.940687,0.148300
1.947020,0.148075
1.953341,0.148122
1.959652,0.148301
1.965951,0.148448
1.972239,0.148484
1.978516,0.148431
1.984781,0.148344
1.991035,0.148260
1.997277,0.148173
2.003509,0.148056
2.009728,0.147874
2.015937,0.147618
2.022134,0.147311
2.028319,0.147002
2.034493,0.146730
2.040656,0.146501
2.046807,0.146289
2.052946,0.146063
2.059074,0.145824
2.065191,0.145590
2.071296,0.145373
2.077389,0.145170
2.083471,0.144972
2.089542,0.144783
2.095601,0.144611
2.101649,0.144450
2.107685,0.144282
2.113710,0.144092
2.119723,0.143883
2.125725,0.143662
2.131715,0.143420
2.137694,0.143121
2.143661,0.142718
2.149618,0.142184
2.155562,0.141543
2.161496,0.140882
2.167418,0.140305
2.173329,0.139869
2.179228,0.139530
2.185117,0.139202
2.190994,0.138808
2.196859,0.138327
2.202714,0.137778
2.208557,0.137200
2.214390,0.136622
2.220211,0.136052
2.226021,0.135482
2.231820,0.134910
2.237608,0.134341
2.243384,0.133789
2.249150,0.133266
2.254905,0.132793
2.260649,0.132363
2.266382,0.131979
2.272104,0.131613
2.277816,0.131258
2.283516,0.130912
2.289206,0.130587
2.294885,0.130290
2.300553,0.130018
2.306210,0.129747
2.311857,0.129454
2.317493,0.129136
2.323119,0.128815
2.328734,0.128513
2.334339,0.128225
2.339933,0.127919
2.345516,0.127573
2.351089,0.127172
2.356652,0.126750
2.362204,0.126306
2.367746,0.125836
2.373278,0.125331
2.378799,0.124800
2.384310,0.124270
2.389811,0.123757
2.395302,0.123250
2.400783,0.122716
2.406254,0.122135
2.411714,0.121516
2.417165,0.120892
2.422605,0.120286
2.428036,0.119690
2.433456,0.119087
2.438867,0.118456
2.444268,0.117806
2.449659,0.117160
2.455041,0.116538
2.460412,0.115938
2.465774,0.115341
2.471126,0.114732
2.476469,0.114117
2.481802,0.113520
2.487126,0.112956
2.492440,0.112420
2.497744,0.111892
2.503039,0.111357
2.508325,0.110814
2.513601,0.110274
2.518868,0.109749
2.524125,0.109231
2.529373,0.108713
2.534612,0.108194
2.539842,0.107686
2.545063,0.107203
2.550274,0.106758
2.555476,0.106352
2.560670,0.105983
2.565854,0.105644
2.571029,0.105328
2.576195,0.105036
2.581353,0.104777
2.586501,0.104566
2.591641,0.104413
2.596771,0.104309
2.601893,0.104238
2.607007,0.104176
2.612111,0.104113
2.617207,0.104062
2.622294,0.104055
2.627372,0.104114
2.632442,0.104238
2.637503,0.104397
2.642556,0.104554
2.647600,0.104686
2.652636,0.104786
2.657663,0.104854
2.662682,0.104897
2.667693,0.104917
2.672695,0.104911
2.677689,0.104864
2.682675,0.104762
2.687652,0.104601
2.692621,0.104384
2.697582,0.104120
2.702535,0.103818
2.707480,0.103486
2.712417,0.103129
2.717346,0.102754
2.722266,0.102368
2.727179,0.101975
2.732084,0.101581
2.736980,0.101188
2.741869,0.100798
2.746750,0.100418
2.751623,0.100054
2.756489,0.099718
2.761346,0.099421
2.766196,0.099168
2.771038,0.098946
2.775873,0.098751
2.780700,0.098575
2.785519,0.098413
2.790330,0.098262
2.795134,0.098118
2.799931,0.097977
2.804720,0.097838
2.809501,0.097698
2.814275,0.097554
2.819042,0.097403
2.823801,0.097241
2.828553,0.097058
2.833297,0.096869
2.838034,0.096652
2.842764,0.096420
