wave,flux
0.603108,0.122981
0.604550,0.124526
0.606002,0.125859
0.607464,0.126950
0.608936,0.127797
0.610418,0.128431
0.611910,0.128913
0.613412,0.129335
0.614925,0.129796
0.616448,0.130357
0.617982,0.130993
0.619527,0.131608
0.621083,0.132116
0.622649,0.132520
0.624227,0.132909
0.625816,0.133378
0.627416,0.133922
0.629027,0.134471
0.630651,0.134969
0.632285,0.135432
0.633932,0.135904
0.635591,0.136402
0.637261,0.136963
0.638944,0.137417
0.640639,0.137812
0.642347,0.138162
0.644067,0.138487
0.645800,0.138788
0.647546,0.139038
0.649305,0.139171
0.651077,0.139101
0.652862,0.138827
0.654660,0.138532
0.656473,0.138517
0.658299,0.138954
0.660138,0.139726
0.661992,0.140540
0.663860,0.141162
0.665742,0.141530
0.667639,0.141701
0.669551,0.141757
0.671477,0.141759
0.673418,0.141740
0.675375,0.141710
0.677346,0.141664
0.679334,0.141608
0.681337,0.141564
0.683355,0.141574
0.685390,0.141666
0.687441,0.141827
0.689508,0.142009
0.691592,0.142153
0.693692,0.142228
0.695809,0.142235
0.697944,0.142212
0.700096,0.142214
0.702265,0.142290
0.704452,0.142428
0.706657,0.142556
0.708879,0.142584
0.711120,0.142471
0.713380,0.142260
0.715658,0.142067
0.717956,0.142020
0.720272,0.142175
0.722607,0.142479
0.724963,0.142818
0.727337,0.143106
0.729732,0.143321
0.732147,0.143455
0.734583,0.143490
0.737039,0.143453
0.739516,0.143453
0.742014,0.143623
0.744533,0.144016
0.747074,0.144564
0.749637,0.145151
0.752221,0.145682
0.754828,0.146112
0.757458,0.146432
0.760110,0.146655
0.762786,0.146823
0.765484,0.147000
0.768206,0.147260
0.770952,0.147652
0.773722,0.148169
0.776516,0.148745
0.779335,0.149282
0.782178,0.149696
0.785047,0.149946
0.787941,0.150062
0.790860,0.150140
0.793805,0.150289
0.796777,0.150550
0.799775,0.150875
0.802799,0.151189
0.805850,0.151434
0.808929,0.151584
0.812035,0.151609
0.815168,0.151522
0.818330,0.151409
0.821520,0.151377
0.824739,0.151455
0.827986,0.151574
0.831262,0.151639
0.834568,0.151565
0.837903,0.151240
0.841269,0.150522
0.844664,0.149378
0.848090,0.148041
0.851547,0.146941
0.855034,0.146406
0.858553,0.146414
0.862103,0.146763
0.865686,0.147325
0.869300,0.148093
0.872946,0.149004
0.876625,0.149897
0.880337,0.150642
0.884082,0.151211
0.887860,0.151615
0.891672,0.151836
0.895517,0.151868
0.899396,0.151771
0.903310,0.151645
0.907258,0.151537
0.911241,0.151408
0.915259,0.151229
0.919311,0.151044
0.923399,0.150979
0.927523,0.151074
0.931682,0.151237
0.935877,0.151346
0.940109,0.151368
0.944376,0.151352
0.948680,0.151355
0.953020,0.151406
0.957397,0.151526
0.961810,0.151725
0.966261,0.151989
0.970749,0.152283
0.975273,0.152573
0.979835,0.152829
0.984435,0.153028
0.989071,0.153134
0.993745,0.153116
0.998457,0.152991
1.003206,0.152842
1.007992,0.152768
1.012817,0.152818
1.017678,0.152968
1.022578,0.153147
1.027514,0.153292
1.032488,0.153386
1.037500,0.153449
1.042549,0.153500
1.047635,0.153522
1.052758,0.153492
1.057919,0.153450
1.063116,0.153528
1.068350,0.153848
1.073620,0.154335
1.078927,0.154675
1.084271,0.154563
1.089650,0.154029
1.095065,0.153446
1.100516,0.153198
1.106001,0.153366
1.111522,0.153762
1.117078,0.154160
1.122668,0.154472
1.128293,0.154747
1.133951,0.155070
1.139643,0.155468
1.145368,0.155875
1.151125,0.156188
1.156915,0.156351
1.162737,0.156383
1.168591,0.156336
1.174476,0.156245
1.180391,0.156122
1.186337,0.155990
1.192313,0.155904
1.198318,0.155954
1.204351,0.156211
1.210414,0.156664
1.216504,0.157201
1.222621,0.157669
1.228766,0.157974
1.234936,0.158112
1.241132,0.158131
1.247354,0.158069
1.253600,0.157925
1.259871,0.157666
1.266165,0.157284
1.272482,0.156859
1.278821,0.156561
1.285182,0.156546
1.291565,0.156818
1.297968,0.157222
1.304391,0.157588
1.310834,0.157851
1.317295,0.158056
1.323775,0.158264
1.330272,0.158501
1.336787,0.158744
1.343318,0.158956
1.349865,0.159118
1.356428,0.159252
1.363005,0.159415
1.369596,0.159652
1.376201,0.159957
1.382819,0.160277
1.389449,0.160534
1.396091,0.160673
1.402744,0.160686
1.409409,0.160610
1.416083,0.160512
1.422766,0.160469
1.429459,0.160532
1.436160,0.160715
1.442870,0.160981
1.449586,0.161293
1.456310,0.161590
1.463040,0.161826
1.469776,0.161984
1.476517,0.162089
1.483263,0.162180
1.490014,0.162295
1.496768,0.162477
1.503526,0.162772
1.510287,0.163191
1.517050,0.163666
1.523816,0.164070
1.530583,0.164293
1.537351,0.164276
1.544120,0.164004
1.550890,0.163465
1.557660,0.162661
